sp,support,woodiness,nfixing
Stylidium wilroyense,F,NA,NA
Stylidium xanthopis,F,NA,NA
Stylidium yilgarnense,F,NA,NA
Stylidium zeicolor,F,NA,NA
Stylisma aquatica,C,NA,NA
Stylisma humistrata,C,NA,NA
Stylisma patens,C,H,NA
Stylisma pickeringii,C,NA,NA
Stylisma villosa,C,NA,NA
Styloceras brokawii,F,W,NA
Stylochaeton angolensis,F,NA,NA
Stylochaeton bogneri,F,NA,NA
Stylochaeton borumensis,F,NA,NA
Stylochaeton crassispathus,F,NA,NA
Stylochaeton cuculliferus,F,NA,NA
Stylochaeton euryphyllus,F,NA,NA
Stylochaeton grandis,F,NA,NA
Stylochaeton hypogaeus,F,NA,NA
Stylochaeton kornasii,F,NA,NA
Stylochaeton lancifolius,F,NA,NA
Stylochaeton malaissei,F,NA,NA
Stylochaeton milneanus,F,NA,NA
Stylochaeton natalensis,F,H,NA
Stylochaeton oligocarpus,F,NA,NA
Stylochaeton pilosus,F,NA,NA
Stylochaeton puberulus,F,NA,NA
Stylochaeton salaamicus,F,NA,NA
Stylochaeton shabaensis,F,NA,NA
Stylochaeton tortispathum,F,NA,NA
Stylochaeton zenkeri,F,NA,NA
Stylocline citroleum,F,NA,NA
Stylocline gnaphaloides,F,NA,NA
Stylocline intertexta,F,NA,NA
Stylocline masonii,F,NA,NA
Stylocline micropoides,F,NA,NA
Stylocline psilocarphoides,F,NA,NA
Stylocline sonorensis,F,NA,NA
Stylogyne ardisioides,F,NA,NA
Stylosanthes acuminata,F,NA,Yes
Stylosanthes erecta,F,NA,Yes
Stylosanthes fruticosa,F,NA,Yes
Stylosanthes guianensis,F,NA,Yes
Stylosanthes parvifolia,F,NA,NA
Stypandra glauca,F,H,NA
Stypandra jamesii,F,NA,NA
Styphelia adscendens,F,NA,NA
Styphelia exarrhena,F,NA,NA
Styphelia laeta,F,W,NA
Styphelia longifolia,F,NA,NA
Styphelia tenuiflora,F,NA,NA
Styphelia triflora,F,NA,NA
Styphelia tubiflora,F,W,NA
Styphelia viridis,F,NA,NA
Styphnolobium japonicum,F,W,Yes
Styphnolobium parviflorum,F,W,NA
Styppeiochloa gynoglossa,F,H,NA
Styrax agrestis,F,NA,NA
Styrax americanus,F,W,NA
Styrax argenteus,F,W,NA
Styrax argentifolius,F,NA,NA
Styrax bashanensis,F,NA,NA
Styrax benzoides,F,NA,NA
Styrax calvescens,F,W,NA
Styrax camporum,F,W,No
Styrax chinensis,F,W,NA
Styrax chrysocarpus,F,NA,NA
Styrax confusus,F,NA,NA
Styrax dasyanthus,F,W,NA
Styrax faberi,F,W,NA
Styrax ferrugineus,F,NA,No
Styrax grandiflorus,F,NA,NA
Styrax grandifolius,F,W,NA
Styrax hainanensis,F,NA,NA
Styrax hemsleyanus,F,W,NA
Styrax huanus,F,NA,NA
Styrax japonicus,F,W,NA
Styrax leprosus,F,W,NA
Styrax macranthus,F,NA,NA
Styrax macrocarpus,F,NA,NA
Styrax obassis,F,W,NA
Styrax odoratissimus,F,W,NA
Styrax officinalis,F,W,NA
Styrax perkinsiae,F,NA,NA
Styrax pohlii,F,W,NA
Styrax roseus,F,NA,NA
Styrax rugosus,F,NA,NA
Styrax serrulatus,F,W,NA
Styrax suberifolius,F,W,NA
Styrax supaii,F,NA,NA
Styrax tonkinensis,F,W,NA
Suaeda acuminata,F,NA,NA
Suaeda aegyptiaca,F,NA,NA
Suaeda arbusculoides,F,NA,NA
Suaeda arcuata,F,NA,NA
Suaeda articulata,F,NA,NA
Suaeda australis,F,W,NA
Suaeda caespitosa,F,NA,NA
Suaeda heterophylla,F,NA,NA
Suaeda inflata,F,NA,NA
Suaeda merxmuelleri,F,NA,NA
Suaeda monoica,F,W,NA
Suaeda olufsenii,F,H,NA
Suaeda plumosa,F,NA,NA
Suaeda rigida,F,NA,NA
Suaeda vera,F,W,NA
Suaeda vermiculata,F,NA,NA
Suarezia ecuadorana,E,NA,NA
Subularia aquatica,A,H,NA
Sudamerlycaste acaroi,E,NA,NA
Sudamerlycaste andreettae,F,NA,NA
Sudamerlycaste angustitepala,F,NA,NA
Sudamerlycaste ariasii,F,NA,NA
Sudamerlycaste barringtoniae,E,NA,NA
Sudamerlycaste barrowiorum,E,NA,NA
Sudamerlycaste castanea,E,NA,NA
Sudamerlycaste ciliata,E,NA,NA
Sudamerlycaste cinnabarina,F,NA,NA
Sudamerlycaste cobbiana,E,NA,NA
Sudamerlycaste costata,F,NA,NA
Sudamerlycaste diastasia,F,NA,NA
Sudamerlycaste dunstervillei,E,NA,NA
Sudamerlycaste dyeriana,E,NA,NA
Sudamerlycaste ejirii,E,NA,NA
Sudamerlycaste fulvescens,F,NA,NA
Sudamerlycaste gigantea,F,NA,NA
Sudamerlycaste heynderycxii,E,NA,NA
Sudamerlycaste hirtzii,F,NA,NA
Sudamerlycaste jamesiorum,E,NA,NA
Sudamerlycaste jimenezii,E,NA,NA
Sudamerlycaste lacheliniae,E,NA,NA
Sudamerlycaste laciniata,E,NA,NA
Sudamerlycaste lanipes,F,NA,NA
Sudamerlycaste lata,E,NA,NA
Sudamerlycaste linguella,F,NA,NA
Sudamerlycaste lionetii,F,NA,NA
Sudamerlycaste maxibractea,F,NA,NA
Sudamerlycaste monopampanensis,E,NA,NA
Sudamerlycaste munaensis,E,NA,NA
Sudamerlycaste nana,F,NA,NA
Sudamerlycaste pegueroi,E,NA,NA
Sudamerlycaste peruviana,F,NA,NA
Sudamerlycaste priscilae,F,NA,NA
Sudamerlycaste reichenbachii,E,NA,NA
Sudamerlycaste rikii,E,NA,NA
Sudamerlycaste rossyi,E,NA,NA
Sudamerlycaste shigerui,E,NA,NA
Sudamerlycaste tornemezae,E,NA,NA
Sudamerlycaste troyanoi,E,NA,NA
Sudamerlycaste uribei,E,NA,NA
Suessenguthia multisetosa,F,NA,NA
Suessenguthiella caespitosa,F,NA,NA
Suessenguthiella scleranthoides,F,H,NA
Sulcorebutia arenacea,F,NA,NA
Sulcorebutia breviflora,F,NA,NA
Sulcorebutia canigueralii,F,NA,NA
Sulcorebutia cardenasiana,F,NA,NA
Sulcorebutia cylindrica,F,NA,NA
Sulcorebutia dorana,F,NA,NA
Sulcorebutia langeri,F,NA,NA
Sulcorebutia mentosa,F,NA,NA
Sulcorebutia steinbachii,F,NA,NA
Sulcorebutia tarijensis,F,NA,NA
Sulcorebutia tiraquensis,F,NA,NA
Sumatroscirpus junghuhnii,F,NA,NA
Sumbaviopsis albicans,F,W,NA
Summerhayesia laurentii,E,NA,NA
Sundacarpus amarus,F,W,NA
Sunipia andersonii,E,NA,NA
Sunipia angustipetala,E,NA,NA
Sunipia annamensis,E,NA,NA
Sunipia australis,E,NA,NA
Sunipia bicolor,E,NA,NA
Sunipia candida,E,NA,NA
Sunipia cirrhata,E,NA,NA
Sunipia cumberlegei,E,NA,NA
Sunipia dichroma,E,NA,NA
Sunipia grandiflora,E,NA,NA
Sunipia hainanensis,E,NA,NA
Sunipia intermedia,E,NA,NA
Sunipia jainii,E,NA,NA
Sunipia kachinensis,E,NA,NA
Sunipia minor,E,NA,NA
Sunipia nepalensis,E,NA,NA
Sunipia nigricans,E,NA,NA
Sunipia pallida,E,NA,NA
Sunipia rimannii,E,NA,NA
Sunipia scariosa,E,NA,NA
Sunipia soidaoensis,E,NA,NA
Sunipia thailandica,E,NA,NA
Sunipia virens,E,NA,NA
Sunipia viridis,E,NA,NA
Suregada adenophora,F,NA,NA
Suregada africana,F,NA,NA
Suregada boiviniana,F,W,NA
Suregada bracteata,F,NA,NA
Suregada capuronii,F,NA,NA
Suregada celastroides,F,NA,NA
Suregada decidua,F,NA,NA
Suregada eucleoides,F,NA,NA
Suregada gaultheriifolia,F,NA,NA
Suregada glomerulata,F,W,NA
Suregada grandiflora,F,NA,NA
Suregada humbertii,F,NA,NA
Suregada laurina,F,NA,NA
Suregada multiflora,F,W,NA
Suregada nigricaulis,F,NA,NA
Suregada perrieri,F,NA,NA
Suregada procera,F,W,NA
Suregada zanzibariensis,F,W,No
Suriana maritima,F,W,NA
Sutera cooperi,F,NA,NA
Sutera foetida,F,H,NA
Sutera griquensis,F,NA,NA
Sutherlandia frutescens,F,W,Yes
Sutherlandia humilis,F,NA,NA
Sutherlandia microphylla,F,NA,Yes
Sutherlandia montana,F,NA,Yes
Sutherlandia tomentosa,F,NA,NA
Sutrina bicolor,E,NA,NA
Svenkoeltzia congestiflora,F,NA,NA
Svenkoeltzia luzmariana,F,NA,NA
Svenkoeltzia patriciae,F,NA,NA
Svitramia hatschbachii,F,NA,NA
Svitramia integerrima,F,NA,NA
Svitramia minor,F,NA,NA
Svitramia petiolata,F,NA,NA
Svitramia pulchra,F,NA,NA
Svitramia wurdackiana,F,NA,NA
Swainsona burkittii,F,NA,Yes
Swainsona colutoides,F,NA,NA
Swainsona extrajacens,F,NA,NA
Swainsona flavicarinata,F,NA,Yes
Swainsona formosa,F,NA,Yes
Swainsona greyana,F,NA,Yes
Swainsona laxa,F,NA,NA
Swainsona lessertiifolia,F,NA,Yes
Swainsona microcalyx,F,NA,NA
Swainsona murrayana,F,NA,NA
Swainsona oligophylla,F,NA,NA
Swainsona oliveri,F,NA,NA
Swainsona phacoides,F,H,Yes
Swainsona procumbens,F,NA,Yes
Swainsona stipularis,F,NA,Yes
Swainsona villosa,F,NA,NA
Swallenia alexandrae,F,NA,NA
Swartzia arborescens,F,W,Yes
Swartzia benthamiana,F,W,Yes
Swartzia bombycina,F,W,NA
Swartzia brachyrachis,F,W,Yes
Swartzia cardiosperma,F,W,NA
Swartzia caribaea,F,NA,Yes
Swartzia corrugata,F,W,Yes
Swartzia cubensis,F,W,NA
Swartzia cuspidata,F,W,Yes
Swartzia dolichopoda,F,NA,NA
Swartzia grandifolia,F,W,Yes
Swartzia guatemalensis,F,W,NA
Swartzia ingifolia,F,W,Yes
Swartzia laurifolia,F,W,Yes
Swartzia leiocalycina,F,W,Yes
Swartzia leptopetala,F,W,Yes
Swartzia longistipitata,F,NA,Yes
Swartzia myrtifolia,F,W,No
Swartzia oblanceolata,F,W,Yes
Swartzia panacoco,F,W,Yes
Swartzia polyphylla,F,W,Yes
Swartzia racemosa,F,W,NA
Swartzia recurva,F,W,Yes
Swartzia reticulata,F,W,Yes
Swartzia schomburgkii,F,W,Yes
Swartzia simplex,F,W,Yes
Swartzia tomentifera,F,W,Yes
Swartzia ulei,F,W,Yes
Sweetia fruticosa,F,W,No
Swertia alata,F,NA,NA
Swertia alba,F,NA,NA
Swertia angustifolia,F,NA,NA
Swertia arisanensis,F,NA,NA
Swertia asarifolia,F,NA,NA
Swertia bifolia,F,NA,NA
Swertia bimaculata,F,NA,NA
Swertia binchuanensis,F,NA,NA
Swertia calycina,F,NA,NA
Swertia changii,F,NA,NA
Swertia ciliata,F,NA,NA
Swertia cincta,F,NA,NA
Swertia conaensis,F,NA,NA
Swertia connata,F,NA,NA
Swertia cordata,F,NA,NA
Swertia cuneata,F,NA,NA
Swertia davidii,F,NA,NA
Swertia decora,F,NA,NA
Swertia delavayi,F,NA,NA
Swertia dichotoma,F,NA,NA
Swertia diluta,F,NA,NA
Swertia divaricata,F,NA,NA
Swertia elata,F,NA,NA
Swertia emeiensis,F,NA,NA
Swertia endotricha,F,NA,NA
Swertia erythrosticta,F,NA,NA
Swertia fasciculata,F,NA,NA
Swertia forrestii,F,NA,NA
Swertia franchetiana,F,NA,NA
Swertia graciliflora,F,NA,NA
Swertia gyacaensis,F,NA,NA
Swertia handeliana,F,NA,NA
Swertia hickinii,F,NA,NA
Swertia hispidicalyx,F,NA,NA
Swertia hookeri,F,NA,NA
Swertia kingii,F,NA,NA
Swertia kouitchensis,F,NA,NA
Swertia leduci,F,NA,NA
Swertia lihengiana,F,NA,NA
Swertia luquanensis,F,NA,NA
Swertia macrosperma,F,NA,NA
Swertia marginata,F,H,NA
Swertia matsudae,F,NA,NA
Swertia membranifolia,F,NA,NA
Swertia multicaulis,F,NA,NA
Swertia mussotii,F,NA,NA
Swertia nervosa,F,NA,NA
Swertia oculata,F,NA,NA
Swertia paniculata,F,NA,NA
Swertia patens,F,NA,NA
Swertia patula,F,NA,NA
Swertia perennis,F,NA,NA
Swertia petiolata,F,NA,NA
Swertia pianmaensis,F,NA,NA
Swertia przewalskii,F,NA,NA
Swertia pseudochinensis,F,NA,NA
Swertia pubescens,F,NA,NA
Swertia punicea,F,NA,NA
Swertia racemosa,F,NA,NA
Swertia rosularis,F,NA,NA
Swertia rotundiglandula,F,NA,NA
Swertia scapiformis,F,NA,NA
Swertia shintenensis,F,NA,NA
Swertia souliei,F,NA,NA
Swertia speciosa,F,NA,NA
Swertia splendens,F,NA,NA
Swertia tenuis,F,NA,NA
Swertia tetragona,F,NA,NA
Swertia tetrapetala,F,NA,NA
Swertia tetraptera,F,NA,NA
Swertia tibetica,F,NA,NA
Swertia tozanensis,F,NA,NA
Swertia veratroides,F,NA,NA
Swertia verticillifolia,F,NA,NA
Swertia virescens,F,NA,NA
Swertia wardii,F,NA,NA
Swertia welwitschii,F,NA,NA
Swertia wolfgangiana,F,NA,NA
Swertia younghusbandii,F,NA,NA
Swertia yunnanensis,F,NA,NA
Swertia zayuensis,F,NA,NA
Swietenia humilis,F,W,NA
Swietenia macrophylla,F,W,NA
Swietenia mahagoni,F,W,No
Swietenia mahogani,F,W,NA
Syagrus amara,F,W,NA
Syagrus botryophora,F,NA,NA
Syagrus campestris,F,NA,NA
Syagrus campos-portoana,F,NA,NA
Syagrus cearensis,F,NA,NA
Syagrus cocoides,F,W,NA
Syagrus comosa,F,W,NA
Syagrus coronata,F,W,NA
Syagrus costae,F,NA,NA
Syagrus deflexa,F,NA,NA
Syagrus duartei,F,NA,NA
Syagrus evansiana,F,NA,NA
Syagrus flexuosa,F,W,NA
Syagrus glaucescens,F,W,NA
Syagrus glazioviana,F,NA,NA
Syagrus inajai,F,W,NA
Syagrus lorenzoniorum,F,NA,NA
Syagrus macrocarpa,F,W,NA
Syagrus matafome,F,NA,NA
Syagrus mirandana,F,NA,NA
Syagrus oleracea,F,W,NA
Syagrus orinocensis,F,W,NA
Syagrus picrophylla,F,W,NA
Syagrus pseudococos,F,W,NA
Syagrus romanzoffiana,F,W,NA
Syagrus ruschiana,F,W,NA
Syagrus sancona,F,W,NA
Syagrus schizophylla,F,W,NA
Syagrus smithii,F,W,NA
Syagrus stenopetala,F,NA,NA
Syagrus stratincola,F,W,NA
Syagrus teixeiriana,F,NA,NA
Syagrus tostana,F,NA,NA
Syagrus vermicularis,F,NA,NA
Syagrus yungasensis,F,NA,NA
Sycopsis philippinensis,F,W,NA
Sycopsis sinensis,F,W,NA
Sylvichadsia grandidieri,F,NA,NA
Sylvichadsia grandifolia,F,NA,NA
Sylvichadsia macrophylla,F,NA,NA
Sylvichadsia perrieri,C,NA,NA
Symbolanthus australis,C,NA,NA
Symbolanthus elisabethae,F,NA,NA
Symbolanthus pauciflorus,F,NA,NA
Symbolanthus pulcherrimus,F,NA,NA
Symmeria paniculata,F,W,NA
Symonanthus aromaticus,F,W,NA
Symonanthus bancroftii,F,W,NA
Symphonia eugenioides,F,NA,NA
Symphonia fasciculata,F,W,NA
Symphonia globulifera,F,W,NA
Symphonia gymnoclada,F,NA,NA
Symphonia lepidocarpa,F,NA,NA
Symphonia linearis,F,NA,NA
Symphonia louvelii,F,NA,NA
Symphonia microphylla,F,W,NA
Symphonia nectarifera,F,NA,NA
Symphonia oligantha,F,NA,NA
Symphonia pauciflora,F,NA,NA
Symphonia sessiliflora,F,NA,NA
Symphonia tanalensis,F,W,NA
Symphonia urophylla,F,NA,NA
Symphonia verrucosa,F,NA,NA
Symphorema involucratum,C,NA,NA
Symphoricarpos albus,F,W,No
Symphoricarpos mollis,F,W,No
Symphoricarpos occidentalis,F,W,NA
Symphoricarpos orbiculatus,F,W,No
Symphoricarpos rotundifolius,F,W,NA
Symphyllophyton campos-portoi,F,NA,NA
Symphyllophyton caprifolioides,F,NA,NA
Symphyobasis macroplecta,F,NA,NA
Symphyotrichum adnatum,F,NA,NA
Symphyotrichum anomalum,F,NA,NA
Symphyotrichum anticostense,F,NA,NA
Symphyotrichum ascendens,F,NA,No
Symphyotrichum boreale,F,NA,NA
Symphyotrichum campestre,F,NA,NA
Symphyotrichum chapmanii,F,NA,NA
Symphyotrichum chilense,F,NA,NA
Symphyotrichum ciliatum,F,NA,NA
Symphyotrichum ciliolatum,F,NA,NA
Symphyotrichum concolor,F,NA,NA
Symphyotrichum cordifolium,F,H,NA
Symphyotrichum cusickii,F,NA,NA
Symphyotrichum defoliatum,F,NA,NA
Symphyotrichum depauperatum,F,NA,NA
Symphyotrichum drummondii,F,NA,NA
Symphyotrichum dumosum,F,NA,NA
Symphyotrichum eatonii,F,NA,NA
Symphyotrichum elliottii,F,NA,NA
Symphyotrichum ericoides,F,NA,No
Symphyotrichum eulae,F,NA,NA
Symphyotrichum expansum,F,NA,NA
Symphyotrichum falcatum,F,NA,No
Symphyotrichum fendleri,F,NA,NA
Symphyotrichum finkii,F,NA,NA
Symphyotrichum foliaceum,F,NA,NA
Symphyotrichum fontinale,F,NA,NA
Symphyotrichum frondosum,F,NA,NA
Symphyotrichum georgianum,F,NA,NA
Symphyotrichum grandiflorum,F,NA,NA
Symphyotrichum greatae,F,NA,NA
Symphyotrichum hallii,F,NA,NA
Symphyotrichum hendersonii,F,NA,NA
Symphyotrichum jessicae,F,NA,NA
Symphyotrichum kralii,F,NA,NA
Symphyotrichum laeve,F,NA,NA
Symphyotrichum lanceolatum,F,NA,NA
Symphyotrichum lateriflorum,F,NA,NA
Symphyotrichum laurentianum,F,NA,No
Symphyotrichum lentum,F,NA,NA
Symphyotrichum longulum,F,NA,NA
Symphyotrichum molle,F,NA,NA
Symphyotrichum novae-angliae,F,H,No
Symphyotrichum novi-belgii,F,NA,NA
Symphyotrichum oblongifolium,F,NA,No
Symphyotrichum ontarionis,F,NA,NA
Symphyotrichum oolentangiense,F,NA,No
Symphyotrichum parviceps,F,NA,NA
Symphyotrichum patens,F,NA,No
Symphyotrichum phlogifolium,F,NA,NA
Symphyotrichum pilosum,F,NA,NA
Symphyotrichum porteri,F,NA,NA
Symphyotrichum potosinum,F,NA,NA
Symphyotrichum praealtum,F,NA,NA
Symphyotrichum pratense,F,NA,NA
Symphyotrichum prenanthoides,F,NA,NA
Symphyotrichum priceae,F,NA,NA
Symphyotrichum puniceum,F,W,NA
Symphyotrichum pygmaeum,F,NA,NA
Symphyotrichum racemosum,F,NA,NA
Symphyotrichum retroflexum,F,NA,NA
Symphyotrichum robynsianum,F,NA,NA
Symphyotrichum sericeum,F,NA,NA
Symphyotrichum shortii,F,NA,NA
Symphyotrichum simmondsii,F,NA,NA
Symphyotrichum spathulatum,F,NA,NA
Symphyotrichum squamatum,F,NA,NA
Symphyotrichum subspicatum,F,NA,NA
Symphyotrichum subulatum,F,NA,NA
Symphyotrichum tardiflorum,F,NA,NA
Symphyotrichum tenuifolium,F,NA,NA
Symphyotrichum tradescantii,F,NA,NA
Symphyotrichum turbinellum,F,NA,NA
Symphyotrichum undulatum,F,NA,NA
Symphyotrichum urophyllum,F,NA,NA
Symphyotrichum walteri,F,NA,NA
Symphyotrichum welshii,F,NA,NA
Symphyotrichum yukonense,F,NA,NA
Symphytum bulbosum,F,NA,NA
Symphytum tuberosum,F,NA,No
Symplectrodia gracilis,F,NA,NA
Symplectrodia lanosa,F,NA,NA
Symplocarpus egorovii,F,NA,NA
Symplocarpus foetidus,F,H,NA
Symplocarpus nabekuraensis,F,NA,NA
Symplocarpus nipponicus,F,H,NA
Symplocarpus renifolius,F,NA,NA
Symplocos acuminatissima,F,W,NA
Symplocos adenophylla,F,W,NA
Symplocos adenopus,F,NA,NA
Symplocos anomala,F,W,NA
Symplocos arechea,F,W,NA
Symplocos austin-smithii,F,W,NA
Symplocos austrosinensis,F,W,NA
Symplocos baeuerlenii,F,W,NA
Symplocos baptica,F,W,NA
Symplocos brandisii,F,W,NA
Symplocos candelabrum,F,W,NA
Symplocos chiapensis,F,NA,NA
Symplocos citrea,F,W,NA
Symplocos cochinchinensis,F,W,NA
Symplocos congesta,F,W,NA
Symplocos coreana,F,W,NA
Symplocos crassilimba,F,NA,NA
Symplocos dolichotricha,F,W,NA
Symplocos dryophila,F,W,NA
Symplocos foliosa,F,NA,NA
Symplocos fukienensis,F,NA,NA
Symplocos glandulifera,F,W,NA
Symplocos glauca,F,W,NA
Symplocos glomerata,F,W,NA
Symplocos gracilis,F,W,NA
Symplocos groffii,F,NA,NA
Symplocos hainanensis,F,NA,NA
Symplocos heishanensis,F,W,NA
Symplocos henschelii,F,W,NA
Symplocos hookeri,F,W,NA
Symplocos kurgensis,F,NA,NA
Symplocos laeteviridis,F,W,NA
Symplocos lanceolata,F,W,No
Symplocos lancifolia,F,W,NA
Symplocos limoncillo,F,W,NA
Symplocos lucida,F,W,NA
Symplocos macrocarpa,F,NA,NA
Symplocos macrophylla,F,W,NA
Symplocos martinicensis,F,W,NA
Symplocos microcalyx,F,W,NA
Symplocos monantha,F,NA,NA
Symplocos montana,F,W,NA
Symplocos mosenii,F,NA,No
Symplocos nitidiflora,F,W,NA
Symplocos odoratissima,F,W,NA
Symplocos ovatilobata,F,W,NA
Symplocos paniculata,F,W,NA
Symplocos paucinervia,F,W,NA
Symplocos pendula,F,W,No
Symplocos pilosa,F,W,NA
Symplocos poilanei,F,W,NA
Symplocos prionophylla,F,W,NA
Symplocos pseudobarberina,F,NA,NA
Symplocos pseudonitida,F,W,NA
Symplocos pulchra,F,NA,NA
Symplocos pyrifolia,F,W,NA
Symplocos racemosa,F,W,NA
Symplocos ramosissima,F,W,NA
Symplocos serrulata,F,W,NA
Symplocos sessilifolia,F,W,NA
Symplocos spectabilis,F,NA,NA
Symplocos stawellii,F,W,NA
Symplocos stellaris,F,W,NA
Symplocos sulcata,F,NA,NA
Symplocos sumuntia,F,W,No
Symplocos tetrandra,F,NA,NA
Symplocos theophrastaefolia,F,W,NA
Symplocos thwaitesii,F,W,NA
Symplocos tinctoria,F,W,NA
Symplocos tribracteolata,F,W,NA
Symplocos turrilliana,F,W,NA
Symplocos ulotricha,F,NA,NA
Symplocos uniflora,F,W,NA
Symplocos vernicosa,F,W,NA
Symplocos viridissima,F,W,NA
Symplocos wikstroemiifolia,F,W,NA
Symplocos xylopyrena,F,NA,NA
Synadenium cupulare,F,NA,NA
Synandrospadix vermitoxicus,F,H,NA
Synaptantha scleranthoides,F,H,NA
Synaptantha tillaeacea,F,H,NA
Synaptolepis kirkii,F,NA,NA
Synaptolepis perrieri,C,NA,NA
Synaptophyllum archeri,F,NA,NA
Syncarpha affinis,F,NA,NA
Syncarpha argentea,F,NA,NA
Syncarpha aurea,F,NA,NA
Syncarpha chlorochrysum,F,NA,NA
Syncarpha dykei,F,NA,NA
Syncarpha eximia,F,NA,NA
Syncarpha flava,F,NA,NA
Syncarpha lepidopodium,F,NA,NA
Syncarpha loganiana,F,NA,NA
Syncarpha marlothii,F,NA,NA
Syncarpha milleflora,F,H,NA
Syncarpha montana,F,NA,NA
Syncarpha mucronata,F,NA,NA
Syncarpha paniculata,F,NA,NA
Syncarpha recurvata,F,NA,NA
Syncarpha sordescens,F,NA,NA
Syncarpha speciosissima,F,NA,NA
Syncarpha staehelina,F,NA,NA
Syncarpha striata,F,NA,NA
Syncarpha vestita,F,NA,NA
Syncarpha zeyheri,F,NA,NA
Syncarpia glomulifera,F,W,No
Syncarpia hillii,F,W,NA
Syncarpia verecunda,F,W,NA
Syncephalum arbutifolium,F,NA,NA
Syncephalum candidum,F,NA,NA
Syncephalum stenoclinoides,F,NA,NA
Syncephalum suborbiculare,F,NA,NA
Syncephalum tsinjoarivense,F,NA,NA
Synclisia scabrida,C,NA,NA
Syncolostemon albiflorus,F,NA,NA
Syncolostemon argenteus,F,NA,NA
Syncolostemon bolusii,F,NA,NA
Syncolostemon bracteosus,F,H,NA
Syncolostemon canescens,F,NA,NA
Syncolostemon cinereum,F,NA,NA
Syncolostemon comptonii,F,NA,NA
Syncolostemon concinnus,F,NA,NA
Syncolostemon densiflorus,F,NA,NA
Syncolostemon elliottii,F,NA,NA
Syncolostemon eriocephalus,F,NA,NA
Syncolostemon floccosus,F,NA,NA
Syncolostemon foliosus,F,NA,NA
Syncolostemon incanus,F,NA,NA
Syncolostemon latidens,F,NA,NA
Syncolostemon linearis,F,NA,NA
Syncolostemon macranthus,F,W,NA
Syncolostemon macrophyllus,F,NA,NA
Syncolostemon madagascariensis,F,NA,NA
Syncolostemon modestus,F,NA,NA
Syncolostemon obermeyerae,F,NA,NA
Syncolostemon parviflorus,F,NA,NA
Syncolostemon parvifolius,F,NA,NA
Syncolostemon persimilis,F,NA,NA
Syncolostemon petiolatus,F,NA,NA
Syncolostemon pretoriae,F,NA,NA
Syncolostemon punctatus,F,NA,NA
Syncolostemon ramosus,F,NA,NA
Syncolostemon ramulosus,F,NA,NA
Syncolostemon rehmannii,F,NA,NA
Syncolostemon rotundifolius,F,NA,NA
Syncolostemon rugosifolius,F,NA,NA
Syncolostemon stalmansii,F,NA,NA
Syncolostemon stenophyllus,F,NA,NA
Syncolostemon subvelutinus,F,NA,NA
Syncolostemon teucriifolius,F,NA,NA
Syncolostemon thorncroftii,F,NA,NA
Syncolostemon transvaalensis,F,NA,NA
Syncretocarpus sericeus,F,NA,NA
Syncretocarpus similis,F,NA,NA
Syndiclis anlungensis,F,NA,NA
Syndiclis chinensis,F,NA,NA
Syndiclis fooningensis,F,NA,NA
Syndiclis furfuracea,F,NA,NA
Syndiclis lotungensis,F,NA,NA
Syndiclis marlipoensis,F,NA,NA
Syndiclis pingbienensis,F,NA,NA
Syndiclis sichourensis,F,NA,NA
Synechanthus fibrosus,F,W,NA
Synechanthus warscewiczianus,F,W,NA
Synedrella nodiflora,F,H,NA
Synedrellopsis grisebachii,F,NA,NA
Syngonanthus amapensis,F,NA,NA
Syngonanthus androsaceus,F,NA,NA
Syngonanthus angolensis,F,NA,NA
Syngonanthus bisumbellatus,F,NA,NA
Syngonanthus blackii,F,NA,NA
Syngonanthus bracteosus,F,NA,NA
Syngonanthus cachimboensis,F,NA,NA
Syngonanthus caulescens,F,NA,NA
Syngonanthus cowanii,F,NA,NA
Syngonanthus exilis,F,NA,NA
Syngonanthus fenestratus,F,NA,NA
Syngonanthus flavidulus,F,H,NA
Syngonanthus humboldtii,F,NA,NA
Syngonanthus hygrotrichus,F,NA,NA
Syngonanthus insularis,F,NA,NA
Syngonanthus lagopodioides,F,NA,NA
Syngonanthus latifolius,F,NA,NA
Syngonanthus llanorum,F,NA,NA
Syngonanthus longipes,F,NA,NA
Syngonanthus macrocephalus,F,NA,NA
Syngonanthus nitens,F,NA,NA
Syngonanthus oblongus,F,NA,NA
Syngonanthus ottohuberi,F,NA,NA
Syngonanthus poggeanus,F,NA,NA
Syngonanthus pulchellus,F,NA,NA
Syngonanthus setifolius,F,NA,NA
Syngonanthus simplex,F,NA,NA
Syngonanthus tenuis,F,NA,NA
Syngonanthus umbellatus,F,NA,NA
Syngonanthus wahlbergii,F,NA,NA
Syngonanthus williamsii,F,NA,NA
Syngonium angustatum,C,NA,NA
Syngonium armigerum,C,NA,NA
Syngonium atrovirens,C,NA,NA
Syngonium auritum,C,NA,NA
Syngonium castroi,C,NA,NA
Syngonium chiapense,C,NA,NA
Syngonium chocoanum,C,NA,NA
Syngonium crassifolium,C,NA,NA
Syngonium dodsonianum,C,NA,NA
Syngonium erythrophyllum,C,NA,NA
Syngonium foreroanum,C,NA,NA
Syngonium gentryanum,C,NA,NA
Syngonium harlingianum,C,NA,NA
Syngonium hastiferum,C,NA,NA
Syngonium hoffmannii,C,NA,NA
Syngonium laterinervium,C,NA,NA
