Species,NFC,Legume,Order,Family,Data_fixing,Source,Source2,Data_corrected,Species_corrected,Analysed_Werner_etal.
Abarema adenophora,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Abarema auriculata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Abarema campestris,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Abarema cochleata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Abarema floribunda,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Abarema piresii,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Acacia auriculiformis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Acacia holosericea,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Acacia mangium,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Albizia decandra,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Albizia inundata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Albizia niopoides,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Albizia procera,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Albizia duckeana,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Calliandra coriacea,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Calliandra pittieri,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Calliandra surinamensis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Dinizia excelsa,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Entada polystachia,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Enterolobium maximum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Enterolobium schomburgkii,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Hydrochorea corymbosa,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Hydrochorea gonggrijpii,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Hydrochorea marginata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Inga acuminata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga alba,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga capitata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga cayennensis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga cinnamomea,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga disticha,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Inga duckei,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Inga edulis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga heterophylla,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga laurina,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga macrophylla,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga microcalyx,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Inga nobilis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga pezizifera,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga rubiginosa,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Inga sertulifera,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga splendens,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Inga stipularis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Inga thibaudiana,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga umbratica,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Inga velutina,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Inga vera,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Macrosamanea duckei,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Macrosamanea pubiramea,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Mimosa camporum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Mimosa dormiens,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Mimosa myriadenia,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Mimosa pigra,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Mimosa sensitiva,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Parkia discolor,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Parkia gigantocarpa,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Parkia multijuga,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Parkia pendula,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Parkia velutina,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Pseudopiptadenia psilostachya,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Senegalia polyphylla,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Stryphnodendron ,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Stryphnodendron microstachyum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Stryphnodendron racemiferum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Zygia cataractae,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Zygia inaequalis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Zygia latifolia,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Zygia racemosa,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Zygia ramiflora,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,Data_corrected,No_correction,Not_analysed
Acosmium nitens,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Aeschynomene americana,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Aeschynomene fluminensis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Aeschynomene paniculata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Aeschynomene sensitiva,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Alexa grandiflora,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Andira inermis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Andira surinamensis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Bowdichia nitida,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Centrosema brasilianum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Centrosema dasyanthum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Centrosema plumieri,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Centrosema vexillatum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Clathrotropis nitida,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Clitoria amazonum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Clitoria arborea,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Cymbosema roseum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Dalbergia inundata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Dalbergia riedelii,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Dalbergia riparia,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Dalbergia spruceana,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Desmodium barbatum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Dioclea macrocarpa,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Dioclea virgata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Diplotropis brasiliensis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Diplotropis triloba,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Dipteryx magnifica,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Dipteryx odorata,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Dipteryx punctata,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Hymenolobium excelsum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Hymenolobium modestum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Hymenolobium nitidum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Hymenolobium petraeum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Indigofera suffruticosa,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Lecointea amazonica,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Lonchocarpus heptaphyllus,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Machaerium ferox,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Machaerium inundatum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Machaerium latifolium,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Machaerium lunatum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Machaerium quinata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Mucuna urens,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Ormosia coarctata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Ormosia excelsa,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Ormosia holerythra,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Ormosia nobilis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Ormosia paraensis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Platymiscium paraense,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Platymiscium trinitatis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Platymiscium pinnatum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Poecilanthe amazonica,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Pterocarpus amazonum,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Pterocarpus santalinoides,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Rhynchosia minima,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,Data_corrected,No_correction,Analysed
Sesbania exasperata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Sesbania virgata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Swartzia corrugata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Swartzia grandifolia,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Swartzia guianensis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Swartzia laevicarpa,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Swartzia leptopetala,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Swartzia oriximinaensis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Swartzia polyphylla,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Taralea cordata,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Taralea oppositifolia,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Analysed
Tephrosia nitens,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Trischidium viridiflora,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Vatairea guianensis,Yes,Yes,Fabales,Fabaceae,No,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Vigna lasiocarpa,Yes,Yes,Fabales,Fabaceae,Yes,Manual,De_Faria_2010,No_correction,No_correction,Not_analysed
Dicorynia guianensis,Yes,Yes,Fabales,Fabaceae,No,Manual,Roggy_1999,Data_corrected,No_correction,Analysed
Crudia bracteata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Analysed
Sclerolobium melinonii,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Swartzia arborescens,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Analysed
Swartzia panacoco,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Analysed
Abarema mataybifolia,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Inga fanchoniana,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Inga gracilifolia,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Inga leiocalycina,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Analysed
Inga marginata,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Analysed
Stryphnodendron polystachyum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Analysed
Alexa wachenheimii,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Andira coriacea,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Ormosia melanocarpa,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Paramachaerium ormosioides,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Poecilanthe hostmannii,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Jacaranda copaia,No,No,Lamiales,Bignoniaceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Cecropia obtusa,Yes,No,Rosales,Urticaceae,No,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Cecropia sciadophylla,Yes,No,Rosales,Urticaceae,No,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Goupia glabra,No,No,Malpighiales,Goupiaceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Banara guianensis,No,No,Malpighiales,Salicaceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Loreya arborescens,No,No,Myrtales,Melastomataceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Palicourea guianensis,No,No,Gentianales,Rubiaceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Crudia aromatica,Yes,Yes,Fabales,Fabaceae,No,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Inga acrocephala,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Analysed
Inga huberi,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Roggy_1999,No_correction,No_correction,Analysed
Inga jenmanii,Yes,Yes,Fabales,Fabaceae,No,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Loreya mespiloides,No,No,Myrtales,Melastomataceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Miconia fragilis,No,No,Myrtales,Melastomataceae,No,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Miconia tschudyoides,No,No,Myrtales,Melastomataceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Bellucia grossularioides,No,No,Myrtales,Melastomataceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Vismia latifolia,No,No,Malpighiales,Hypericaceae,No,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Vismia sessilifolia,No,No,Malpighiales,Hypericaceae,No,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Laetia procera,No,No,Malpighiales,Salicaceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Carapa procera,No,No,Sapindales,Meliaceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Isertia spiciformis,No,No,Gentianales,Rubiaceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Apeiba glabra,No,No,Malvales,Malvaceae,No,Manual,Roggy_1999,No_correction,No_correction,Analysed
Trema guinensis,Yes,No,Rosales,Cannabaceae,No,Manual,Roggy_1999,No_correction,No_correction,Not_analysed
Mimosa tenuiflora,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Freitas_2010,No_correction,No_correction,Analysed
Piptadenia stipulacea,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Freitas_2010,No_correction,No_correction,Analysed
Mimosa paraibana,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Freitas_2010,No_correction,No_correction,Not_analysed
Mimosa arenosa,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Freitas_2010,No_correction,No_correction,Not_analysed
Anadenanthera colubrina,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Freitas_2010,No_correction,No_correction,Analysed
Pithecellobium roseum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Freitas_2010,No_correction,No_correction,Not_analysed
Vachellia caven,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Frioni_2001,No_correction,No_correction,Not_analysed
Senegalia praecox,Yes,Yes,Fabales,Fabaceae,No,Manual,Frioni_2001,No_correction,No_correction,Not_analysed
Inga uraguensis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Frioni_2001,No_correction,No_correction,Not_analysed
Calliandra tweediei,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Frioni_2001,No_correction,No_correction,Not_analysed
Enterolobium contortisiliquum,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Frioni_2001,No_correction,No_correction,Analysed
Parapiptadenia rigida,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Frioni_2001,No_correction,No_correction,Analysed
Prosopis nigra,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Frioni_2001,No_correction,No_correction,Analysed
Prosopis affinis,Yes,Yes,Fabales,Fabaceae,Yes,Manual,Frioni_2001,No_correction,No_correction,Not_analysed
